CUSTOMER_ID,Total_Sale,STD_Sales,Hist_Visits,W1_Min_Sale,W1_STD_Sales,W1_Visits,W2_Min_Sale,W2_STD_Sales,W2_Visits,W3_Sale,W3_Max_Sale,W3_Min_Sale,W3_STD_Sales,W3_Visits,W4_Sale,W4_Min_Sale,W4_STD_Sales,W4_Visits,W5_STD_Sales,W5_Visits,week_1,week_2,week_3,week_4,APV,Days_since_last_visit,Customer_Value,Visitors_Type
1123606416,6.174535823,2.286529894,1.945910149,4.241038941,0,1,4.461299816,0,1,5.148656592,4.461299816,4.461299816,0,2,4.461299816,4.461299816,0,1,0,1,1,1,1,1,4.393131414,1.098612289,Regular,Regular_Visitors
1174135872,7.351748553,4.087801227,2.564949357,4.461299816,4.119497889,2,4.794467357,3.42272107,3,6.100587974,5.148656592,4.461299816,3.731789305,4,5.838895948,4.461299816,4.804485535,2,0,1,1,1,1,1,4.873873292,1.609437912,Regular,Regular_Visitors
1108114998,6.30780696,2.286529894,1.945910149,4.461299816,0,2,0,0,0,4.461299816,4.461299816,4.461299816,0,1,5.243438705,4.461299816,2.573044816,2,0,1,1,0,1,1,4.525116367,1.098612289,Regular,Regular_Visitors
1123606602,7.450986135,3.234716755,3.295836866,3.958142941,3.559136086,6,3.958142941,3.176756751,5,6.138245278,4.641694961,3.958142941,3.202676988,6,5.552184091,3.958142941,0,5,3.283914221,4,1,1,1,1,4.20730688,0,Regular,Frequent_Visitor
1123606376,6.901696964,2.791937417,1.791759469,5.330009813,0,1,5.330009813,0,1,5.330009813,5.330009813,5.330009813,0,1,5.330009813,5.330009813,0,1,0,1,1,1,1,1,5.296275283,1.609437912,Regular,Regular_Visitors
1076864788,7.103749603,4.213910704,2.079441542,4.461299816,4.700034929,2,4.461299816,4.700034929,2,5.409679834,5.409679834,5.409679834,0,1,5.148656592,5.148656592,0,1,0,1,1,1,1,1,5.162759432,1.098612289,Regular,Regular_Visitors
